Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
32 Sounds,https://www.metacritic.com/a/img/resize/91847f9476edca2a1af1eb1271240e7e73b1ab76/catalog/provider/2/2/2-53222042c69c7a4af4fa128979ea9965.jpg?auto=webp&fit=cover&height=132&width=88,2023,Unrated,90.0,"32 Sounds is an immersive feature documentary and profound sensory experience from Academy Award-nominated filmmaker Sam Green (The Weather Underground) featuring original music by JD Samson (Le Tigre, MEN).  The film explores the elemental phenomenon of sound by weaving together 32 specific sound explorations into a cinematic meditation on the power of sound to bend time, cross borders, and profoundly shape our perception of the world around us.  Join Oscar-nominated filmmaker Green as he takes the audience on a journey through time and space — exploring everything from forgotten childhood memories, to the soundtrack of resistance, to subaquatic symphonies — and experience in new ways the astonishing sounds of our everyday lives. 32 Sounds investigates the mysterious nature of perception and the subtle yet radical politics that arise from sensation and being present in one’s body. [Abramorama]",0,Sam Green,1 h 35 m,['Documentary']
The Crying Game,https://www.metacritic.com/a/img/resize/3f32b4e899b7aed3ee84008639ad6ceaf230b6a2/catalog/provider/2/2/2-0f5a1a009e1f7a9fad10105a48be26dd.jpg?auto=webp&fit=cover&height=132&width=88,1992,R,90.0,A psychological thriller centering on the kidnapping of a British soldier by the IRA.,7.5,Neil Jordan,1 h 52 m,"['Crime', 'Drama', 'Romance', 'Thriller']"
Great Expectations,https://www.metacritic.com/a/img/resize/af78cc51b0f97f007e5dc7c8af3da31937221b7e/catalog/provider/2/2/2-fa56838374e0fec4da5816948bcd05c5.jpg?auto=webp&fit=cover&height=132&width=88,1947,Approved,90.0,A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.,6.1,Alfonso Cuarón,1 h 51 m,"['Drama', 'Romance']"
First Cow,https://www.metacritic.com/a/img/resize/995089d4048a379f2e8498293d4a9352ad0ce65f/catalog/provider/2/2/2-aaeae9fc0a6e085f385eeba2480130a0.jpg?auto=webp&fit=cover&height=132&width=88,2020,PG-13,90.0,"A taciturn loner and skilled cook (John Magaro) has traveled west and joined a group of fur trappers in Oregon Territory, though he only finds true connection with a Chinese immigrant (Orion Lee) also seeking his fortune; soon the two collaborate on a successful business, although its longevity is reliant upon the clandestine participation of a nearby wealthy landowner’s prized milking cow.",7.0,Kelly Reichardt,2 h 2 m,"['Drama', 'Western']"
Mad Max: Fury Road,https://www.metacritic.com/a/img/resize/c85a3e6a9f5ba94e5d5e534e33e0aa753a69c994/catalog/provider/2/2/2-94c61ec444cb2ab7e05970eb05bed74f.jpg?auto=webp&fit=cover&height=132&width=88,2015,R,90.0,"In the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and everyone is fighting for the necessities of life, there are two rebels who just might be able to restore order—Max (Tom Hardy), a man of action and few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos, and Furiosa (Charlize Theron), a woman of action who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",8.5,George Miller,2 h,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Halloween,https://www.metacritic.com/a/img/resize/22cd0b6e0a610e9bd4e688f422b8742d3b303745/catalog/provider/2/2/2-c06db771298458b8a7f1baa3daa62cc6.jpg?auto=webp&fit=cover&height=132&width=88,1978,R,90.0,"On Halloween night in 1963, 6-year old Michael Myers stabbed his sister to death. After being in a mental hospital for 15 years, Myers escapes and returns to Haddonfield, Illinois to kill.",5.4,Rob Zombie,1 h 49 m,['Horror']
Ghost World,https://www.metacritic.com/a/img/resize/5684a4b86755cadce88482a1817736a417c18ea9/catalog/provider/2/2/2-d249c111d9e02cc2d5a08961ed8f644b.jpg?auto=webp&fit=cover&height=132&width=88,2001,R,90.0,"Based on the well-known comic, Ghost World tells the story of neo-cool Enid (Thora Birch) and Rebecca (Scarlett Johansson) who, faced with high school graduation take a hard look at the world they wryly observe and decide what they really want. [MGM / UA]",7.6,Terry Zwigoff,1 h 51 m,"['Comedy', 'Drama']"
Winter's Bone,https://www.metacritic.com/a/img/resize/58eefedfc986075cd01dd0f8b5b691bc8ce05d6d/catalog/provider/2/2/2-5c53bbaf1750f15e2d2284b1a8d8fa1d.jpg?auto=webp&fit=cover&height=132&width=88,2010,R,90.0,"This tense, naturalistic thriller follows 17-year-old Ree Dolly as she confronts the local criminal underworld and the harsh Ozark wilderness in order to to track down her father, who has put up the family homestead for his bail. Featuring a star-making performance by Jennifer Lawrence, Winter's Bone is sure to be one of the most-critically acclaimed films of the year. (Roadside Attractions)",7.5,Debra Granik,1 h 40 m,"['Drama', 'Mystery']"
The Queen,https://www.metacritic.com/a/img/resize/28cdde7edaa9f4d12db83a934c3eb2ea91727205/catalog/provider/2/2/2-2c3b61589e0270573022b497aeb69118.jpg?auto=webp&fit=cover&height=132&width=88,2006,PG-13,90.0,"The Queen takes audiences behind the scenes of one of the most shocking public events of recent times -- providing an illuminating, deeply affecting and dramatic glimpse into what happens in the corridors of power when a tragedy strikes.  (Miramax)",7.7,Stephen Frears,1 h 43 m,"['Biography', 'Drama']"
Gett: The Trial of Viviane Amsalem,https://www.metacritic.com/a/img/resize/4e654b58a2d6825a098521919adb6f18cc073699/catalog/provider/2/2/2-7630f09f4223a4b01c2a8670d680acc8.jpg?auto=webp&fit=cover&height=132&width=88,2015,Rated,90.0,"In Israel there is neither civil marriage nor civil divorce. Only rabbis can legitimate a marriage or its dissolution. But this dissolution is only possible with full consent from the husband, who in the end has more power than the judges. Viviane Amsalem (Ronit Elkabetz) has been applying for divorce for three years. But her husband Elisha (Simon Abkarian) will not agree. His cold intransigence, Viviane's determination to fight for her freedom, and the ambiguous role of the judges shape a procedure in which tragedy vies with absurdity, and everything is brought out for judgment, apart from the initial request.",7.6,"Ronit Elkabetz,

      Shlomi Elkabetz",1 h 55 m,['Drama']
I Called Him Morgan,https://www.metacritic.com/a/img/resize/3f01a5bb20189387f51af73b19831c2cdb4a0b0d/catalog/provider/2/2/2-c33074c6943e9013f47b7ba7989d462b.jpg?auto=webp&fit=cover&height=132&width=88,2017,Unrated,90.0,"On a snowy night in February 1972, the 33 year old jazz trumpet star Lee Morgan was shot dead by his common-law wife, Helen, during a gig at a club in New York City. The murder sent shockwaves through the jazz community, and the memory of the event still haunts the people who knew the Morgans. Helen served time for the crime and, following her release, retreated into obscurity. Over 20 years later, a chance encounter led her to give a remarkable interview. Helen’s revealing audio “testimony” acts as a refrain throughout the film, which draws together a wealth of archival photographs and footage, notable talking heads and incredible jazz music to tell the ill-fated pair’s story.",6.6,Kasper Collin,1 h 32 m,"['Documentary', 'Drama', 'History', 'Music']"
Close Encounters of the Third Kind,https://www.metacritic.com/a/img/resize/897701cb3f6744372c470b739721277af2f999c5/catalog/provider/2/2/2-52511b6a3a170f62d4834669166063e7.jpg?auto=webp&fit=cover&height=132&width=88,1977,TV-14,90.0,"Power repairman Roy Neary (Richard Dreyfuss) has an extraordinary encounter with a strange spacecraft while out on a call. Recurring visions of a mountain fuel an increasing obsession that drives him to an emotional breaking point. Desperate to understand what he has experienced, he finds an ally in Jillian (Melinda Dillon), a single mother who believes her son has been abducted by the aliens. Meanwhile an international group of scientists led by French expert Claude Lacombe (Francois Truffaut) search for a breakthrough in human-alien communication. Their collective quest culminates in a remote Wyoming rendezvous and an event of unequalled importance in all of human history. [Sony Pictures]",7.9,Steven Spielberg,2 h 13 m,"['Drama', 'Sci-Fi']"
The Godfather: Part II,https://www.metacritic.com/a/img/resize/640a9349af85c28e5d00079df14ab36014d1d6ea/catalog/provider/2/2/2-aa1c5c8de98f35fd53196f2c9eb12029.jpg?auto=webp&fit=cover&height=132&width=88,1974,R,90.0,"The sequel to ""The Godfather"" continues the saga of two generations of successive power within the Corleone family. Coppola tells two stories in Part II: the roots and rise of a young Don Vito, played with uncanny ability by Robert De Niro, and the ascension of Michael (Al Pacino) as the new Don. [Paramount Pictures]",9.0,Francis Ford Coppola,3 h 22 m,"['Crime', 'Drama']"
Red Beard,https://www.metacritic.com/a/img/resize/a9b5d97d8c067cc7dafd6a3862bd82b2185fdfea/catalog/provider/2/2/2-108fa38b3da80969c298e8de2c756c78.jpg?auto=webp&fit=cover&height=132&width=88,1968,Rated,90.0,"In 19th-century Japan, a rough-tempered yet charitable town doctor trains a young intern.",8.2,Akira Kurosawa,3 h 5 m,['Drama']
The Hustler,https://www.metacritic.com/a/img/resize/61b5cfedaba041f4fd4f27b1473fae4b9d4901cc/catalog/provider/2/2/2-2bd342e0e4172a9b88a27644334ff273.jpg?auto=webp&fit=cover&height=132&width=88,1961,Approved,90.0,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,8.3,Robert Rossen,2 h 14 m,"['Drama', 'Sport']"
Procession,https://www.metacritic.com/a/img/resize/4fa3f4a3cb623b5ec9f8abab3bf9eb78f11a9f7e/catalog/provider/2/2/2-0893418ac098308132e16bdcd04ea703.jpg?auto=webp&fit=cover&height=132&width=88,2021,R,90.0,"Six midwestern men — all survivors of childhood sexual assault at the hands of Catholic priests and clergy — come together to direct a drama therapy-inspired experiment designed to collectively work through their trauma. As part of a radically collaborative filmmaking process, they create fictional scenes based on memories, dreams and experiences, meant to explore the church rituals, culture and hierarchies that enabled silence around their abuse. In the face of a failed legal system, we watch these men reclaim the spaces that allowed their assault, revealing the possibility for catharsis and redemption through a new-found fraternity.",5.9,Robert Greene,1 h 58 m,['Documentary']
"The Good, the Bad and the Ugly",https://www.metacritic.com/a/img/resize/223c535eeb94cefee604505bed4bce5c6aa23400/catalog/provider/2/2/2-41ea07edca675e3b39e5bf3e0bf4ab0f.jpg?auto=webp&fit=cover&height=132&width=88,1967,Approved,90.0,"For three men the Civil War wasn't hell... it was practice! Clint Eastwood returns as ""The Man with No Name,"" this time teaming with two gunslingers (Lee Van Cleef and Eli Wallach) to pursue a cache of $200,000 and letting no one, not even warring factions in a civil war, stand in their way. [MGM]",9.1,Sergio Leone,2 h 41 m,"['Adventure', 'Western']"
Bloody Sunday,https://www.metacritic.com/a/img/resize/b527caef5e513609aa7c88e05bd5995e3953b584/catalog/provider/2/2/2-9446f6fe0507fca1f62e4e98533be102.jpg?auto=webp&fit=cover&height=132&width=88,2002,R,90.0,"This controversial and critically acclaimed film depicts the events of January 30, 1972, when 27 civilians were shot by the British army during a peaceful civil rights march.  The event fueled a 25-year cycle of violence between Britain and elements of Ireland, North and South.  (Paramount Classics)",7.8,Paul Greengrass,1 h 51 m,"['Drama', 'History', 'War']"
My Voyage to Italy,https://www.metacritic.com/a/img/resize/20f85a3ecd91dba80a5c0cf76a6314e607f16040/catalog/provider/2/2/2-b98ac576ec8d5c7d85bf2ed8a677e1ea.jpg?auto=webp&fit=cover&height=132&width=88,2001,PG-13,90.0,A four-hour odyssey through the history of Italian cinema and its influences on Scorsese's work.,7.8,Martin Scorsese,4 h 6 m,['Documentary']
Blue Is the Warmest Color,https://www.metacritic.com/a/img/resize/234d7bb8bb1363312daabdca36a576ef758c9be4/catalog/provider/5/2/5-tt2278871.jpg?auto=webp&fit=cover&height=132&width=88,2013,NC-17,90.0,"Blue is the Warmest Color centers on a 15-year-old girl named Adèle (Adèle Exarchopoulos) who is climbing to adulthood and dreams of experiencing her first love. A handsome male classmate falls for her, but an unsettling erotic reverie upsets the romance before it begins. Adèle imagines that the mysterious, blue-haired girl she encountered in the street slips into her bed and possesses her with an overwhelming pleasure. That blue-haired girl is a confident older art student named Emma (Léa Seydoux), who will soon enter Adèle's life for real, leading to an intense and complicated love story that spans a decade and is touchingly universal in its depiction. [IFC Films]",7.7,Abdellatif Kechiche,3 h,"['Drama', 'Romance']"
American Splendor,https://www.metacritic.com/a/img/resize/bba296e9e7a2d56df4ee457f47563cb0bc2bd154/catalog/provider/2/2/2-9911ccca24099399b8f5c2aa646c3e9f.jpg?auto=webp&fit=cover&height=132&width=88,2003,R,90.0,"The true saga of a working-class Everyman who pursues self-expression without self-censorship -- and finds a grateful audience, critical admiration, and that most remarkable of happy endings, a loving family.  (Fine Line Features)",7.6,"Shari Springer Berman,

      Robert Pulcini",1 h 41 m,"['Biography', 'Comedy', 'Drama']"
Phantom Thread,https://www.metacritic.com/a/img/resize/ceb780273f00e819cf5e015eaf566e4da8d03d74/catalog/provider/2/2/2-04c677487630eaf676dfdcd34dbaf540.jpg?auto=webp&fit=cover&height=132&width=88,2017,R,90.0,"Set in the glamour of 1950s post-war London, renowned dressmaker Reynolds Woodcock (Daniel Day-Lewis) and his sister Cyril (Lesley Manville) are at the center of British fashion, dressing royalty, movie stars, heiresses, socialites, debutantes and dames with the distinct style of The House of Woodcock. Women come and go through Woodcock’s life, providing the confirmed bachelor with inspiration and companionship, until he comes across a young, strong-willed woman, Alma (Vicky Krieps), who soon becomes a fixture in his life as his muse and lover. Once controlled and planned, he finds his carefully tailored life disrupted by love.",7.7,Paul Thomas Anderson,2 h 10 m,"['Drama', 'Romance']"
Gosford Park,https://www.metacritic.com/a/img/resize/7dbe10f7033681d7b222df20fb158326679269bb/catalog/provider/2/2/2-dc746d5ac41d9045887e6d305b734650.jpg?auto=webp&fit=cover&height=132&width=88,2001,R,90.0,"This ensemble murder mystery satire, set in 1930's England, revolves around an elegant hunting party weekend at a country estate, featuring an aristocratic family and their friends.",7.3,Robert Altman,2 h 17 m,"['Comedy', 'Drama', 'Mystery']"
