Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
Raging Bull,https://www.metacritic.com/a/img/resize/6ae78e5f829753a1d680d3c014d1db847c64bac5/catalog/provider/2/2/2-a21e3ddf3061a9672456226689f8841f.jpg?auto=webp&fit=cover&height=132&width=88,1980,R,90.0,Scorcese recounts the gritty life self-destructive boxer Jake LaMotta (De Niro) who never backs down from a fight on his way to a middleweight title shot.,7.0,Martin Scorsese,2 h 9 m,"['Biography', 'Drama', 'Sport']"
United 93,https://www.metacritic.com/a/img/resize/6c4728a314544232ad5943ee6761b3bb151b39d1/catalog/provider/2/2/2-082caa57ea85170122242c7dce6df8e6.jpg?auto=webp&fit=cover&height=132&width=88,2006,R,90.0,"Acclaimed filmmaker Paul Greengrass writes and directs an unflinching drama that tells the story of the passengers and crew, their families on the ground and the flight controllers who watched in dawning horror as United Flight 93 became the fourth hijacked plane on the day of the worst terrorist attacks on American soil: September 11, 2001.  (Universal Pictures)",7.5,Paul Greengrass,1 h 51 m,"['Action', 'Drama', 'History', 'Thriller']"
Capturing the Friedmans,https://www.metacritic.com/a/img/resize/ac033ee18204066b7a866d34a5425d2cb524813f/catalog/provider/2/2/2-69fa632add928c8c8ba0b7608260cb2a.jpg?auto=webp&fit=cover&height=132&width=88,2003,Rated,90.0,"The Friedmans are a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes.",7.3,Andrew Jarecki,1 h 47 m,"['Documentary', 'Biography', 'Crime']"
The Lavender Hill Mob,https://www.metacritic.com/a/img/resize/c71a9d44d018a58f683f5aa803e8282a400d0ee7/catalog/provider/2/2/2-b46699b62bd519183160e69aa8b6af96.jpg?auto=webp&fit=cover&height=132&width=88,1951,Approved,90.0,A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,0,Charles Crichton,1 h 18 m,"['Comedy', 'Crime']"
American Hustle,https://www.metacritic.com/a/img/resize/d323b21b3baf53f32cc577826f93bb78bfb1b835/catalog/provider/2/2/2-eb92e1c4e56bee7a6a3628fcbf285395.jpg?auto=webp&fit=cover&height=132&width=88,2013,R,90.0,"A fictional film set in the alluring world of one of the most stunning scandals to rock our nation, American Hustle tells the story of con man Irving Rosenfeld (Christian Bale), who along with his equally cunning and seductive partner Sydney Prosser (Amy Adams) is forced to work for a wild FBI agent Richie DiMaso (Bradley Cooper). DiMaso pushes them into a world of Jersey powerbrokers and mafia that's as dangerous as it is enchanting. Caught between the con-artists and Feds is Carmine Polito (Jeremy Renner), the passionate, volatile, New Jersey political operator, but it's Irving's unpredictable wife Rosalyn (Jennifer Lawrence) who could be the one to pull the thread that brings the entire world crashing down. [Sony Pictures]",7.3,David O. Russell,2 h 18 m,"['Crime', 'Drama']"
The Passenger (re-release),https://www.metacritic.com/a/img/resize/0356d0bbdd9227ceb9d515ec72064b1d4d07bece/catalog/provider/2/2/2-9ca0fdfbbbcecfd63901f445ccff8cef.jpg?auto=webp&fit=cover&height=132&width=88,2005,PG,90.0,"Originally released in 1975, The Passenger is, on the simplest level, a suspense story about a man trying to escape his own life. This haunting film is a portrait of a drained journalist, played by Jack Nicholson, whose deliverance is an identity exchange with a dead man. The film was shot on location and takes Nicholson on an incredible journey through Africa, Spain, Germany and England.  (Sony Pictures Classics)",7.1,Michelangelo Antonioni,2 h 6 m,"['Drama', 'Thriller']"
Star Wars: Episode IV - A New Hope,https://www.metacritic.com/a/img/resize/6f4b068d95eee13f327daf47458ecbce345a30d8/catalog/provider/2/2/2-33809567a20ba8ffff1710e210fb0371.jpg?auto=webp&fit=cover&height=132&width=88,1977,PG,90.0,"A long time ago in a galaxy far, far away... Princess Leia (Carrie Fisher) is held hostage by the evil Imperial forces in their effort to quell the rebellion against the Galactic Empire. Luke Skywalker (Mark Hamill) and Captain Han Solo (Harrison Ford) team together with the lovable droid duo, R2-D2 and C-3PO, to rescue the beautiful princess and restore justice in the galaxy. [20th Century Fox]",8.8,George Lucas,2 h 1 m,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Persepolis,https://www.metacritic.com/a/img/resize/b0e49105a2786515b3c1c95db35b59c2f969dc8f/catalog/provider/2/2/2-5b7347891c6b847f91b4c69ddd259adc.jpg?auto=webp&fit=cover&height=132&width=88,2007,PG-13,90.0,"Persepolis is the poignant story of a young girl in Iran during the Islamic Revolution. It is through the eyes of the precocious and outspoken 9-year-old Marjane that we see a people's hopes dashed as fundamentalists take power--forcing the veil on women and imprisoning thousands. Clever and fearless, Marjane outsmarts the ""social guardians"" and discovers punk, ABBA, and Iron Maiden. Yet when her uncle is senselessly executed and as bombs fall around Tehran in the Iran/Iraq war, the daily fear that permeates life in Iran is palpable. [Sony Classics]",8.5,"Vincent Paronnaud,

      Marjane Satrapi",1 h 36 m,"['Animation', 'Biography', 'Drama', 'History', 'War']"
The Age of Innocence,https://www.metacritic.com/a/img/resize/1aef145a6e7ca45a2f6554276b25d42a35783cdf/catalog/provider/2/2/2-e4979235c99e7e77e21dcadded720a1f.jpg?auto=webp&fit=cover&height=132&width=88,1993,PG,90.0,Daniel Day-Lewis and Michelle Pfeiffer star in a ravishing romance about three wealthy 1870s New Yorkers caught in a tragic love triangle. (Sony),7.8,Martin Scorsese,2 h 19 m,"['Drama', 'Romance']"
The Deer Hunter,https://www.metacritic.com/a/img/resize/5dff02b9225287974be0fe48f9dd30f50548e5bc/catalog/provider/5/2/5-tt0077416.jpg?auto=webp&fit=cover&height=132&width=88,1978,R,90.0,"The Deer Hunter tracks a group of steelworker pals from a Pennsylvania blast furnace to the cool hunting grounds of the Alleghenies to the lethal cauldron of Vietnam. Robert De Niro gives an outstanding performance as Michael, the natural leader of the group. The Deer Hunter is a searing drama of friendship and courage - and what happens to these qualities under hardship. [Universal]",7.7,Michael Cimino,3 h 3 m,"['Drama', 'War']"
The Best of Youth,https://www.metacritic.com/a/img/resize/ffe93d1ae52490a2ab7c700a6f7dd99833a850d3/catalog/provider/2/2/2-547fbf1bd4b1c461cf23cb9ad41dd7de.jpg?auto=webp&fit=cover&height=132&width=88,2005,R,89.0,"Spanning four decades, from the chaotic 1960s to the present, this passionate epic follows two Italian brothers through some of the most tumultuous events of recent Italian history.  [Miramax]",7.3,Marco Tullio Giordana,6 h 6 m,"['Drama', 'Romance']"
The Overnighters,https://www.metacritic.com/a/img/resize/9206388eaa503708b594d2cea409fcaa56c8f932/catalog/provider/2/2/2-8ac48e7b0ce9c1dea1c4ea65a80bc6e8.jpg?auto=webp&fit=cover&height=132&width=88,2014,PG-13,89.0,"In the tiny town of Williston, North Dakota, tens of thousands of unemployed hopefuls show up with dreams of honest work and a big paycheck under the lure of the oil boom. However, busloads of newcomers chasing a broken American Dream step into the stark reality of slim work prospects and nowhere to sleep. The town lacks the infrastructure to house the overflow of migrants, even for those who do find gainful employment. Over at Concordia Lutheran Church, Pastor Jay Reinke is driven to deliver the migrants some dignity. Night after night, he converts his church into a makeshift dorm and counseling center, opening the church’s doors to allow the “Overnighters” (as he calls them) to stay for a night, a week or longer. [Drafthouse Films]",7.5,Jesse Moss,1 h 42 m,"['Documentary', 'Drama']"
Fat City,https://www.metacritic.com/a/img/resize/4ec6945d6e2710040dc1dd330b0711395c3a6d41/catalog/provider/2/2/2-ab938a0681e3ab4bab10a3bd01a5cc46.jpg?auto=webp&fit=cover&height=132&width=88,1972,PG,89.0,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",0,John Huston,1 h 36 m,"['Drama', 'Sport']"
The Lives of Others,https://www.metacritic.com/a/img/resize/cfc235b7965115c604af4f06b927688fd0f65c8b/catalog/provider/2/2/2-5cc3b79d18e496bce04f1ee9b6aa3a8a.jpg?auto=webp&fit=cover&height=132&width=88,2006,R,89.0,"At once a political thriller and human drama, The Lives of Others begins in East Berlin in 1984, five years before Glasnost and the fall of the Berlin Wall and ultimately takes us to 1991, in what is now the reunited Germany. The film traces the gradual disillusionment of Captain Gerd Wiesler, a highly skilled officer who works for the Stasi, East Germany's all-powerful secret police.  (Sony Pictures Classics)",8.4,Florian Henckel von Donnersmarck,2 h 17 m,"['Drama', 'Mystery', 'Thriller']"
Two-Lane Blacktop,https://www.metacritic.com/a/img/resize/9b31fb2efbfffdc4243b90f292f6f7e5b306d63b/catalog/provider/2/2/2-58334c680d4ffdf138702f82d4efbe87.jpg?auto=webp&fit=cover&height=132&width=88,1971,R,89.0,"2 men drag-racing across the U.S., in a '55 Chevy. Dennis Wilson's the mechanic, James Taylor's the driver.",0,Monte Hellman,1 h 42 m,['Drama']
Do Not Expect Too Much From the End of the World,https://www.metacritic.com/a/img/resize/2b6a6971dcc9776c51e99c2a0af26be2f76cf5ca/catalog/provider/7/2/7-1708632352.jpg?auto=webp&fit=cover&height=132&width=88,2024,Unrated,89.0,An overworked and underpaid production assistant must drive around the city of Bucharest to film the casting for a workplace safety video commissioned by a multinational company. When one of her interviewees makes a statement that ignites a scandal she is forced to re-invent the whole story. [MUBI],0,Radu Jude,2 h 43 m,['Comedy']
House of Flying Daggers,https://www.metacritic.com/a/img/resize/c5fc2b678a43f9d226524b47abf68ad7ec8f71b0/catalog/provider/2/2/2-f029cd4bc51d4f86980bece399cb3781.jpg?auto=webp&fit=cover&height=132&width=88,2004,PG-13,89.0,"The year is 859 AD, and China's once flourishing Tang Dynasty is in decline. Unrest is raging throughout the land, and the corrupt government is locked in battle with rebel armies that are forming in protest. The largest and most prestigious of these rebel groups is the House of Flying Daggers, which is growing ever more powerful under a mysterious new leader.  (Sony Pictures Classics)",8.8,Yimou Zhang,1 h 59 m,"['Action', 'Adventure', 'Drama', 'Romance']"
63 Up,https://www.metacritic.com/a/img/resize/81f48d240b53239b427d8b4fe3f54d6b57170b62/catalog/provider/2/2/2-e661aac58a17c102233fd0bf5c917736.jpg?auto=webp&fit=cover&height=132&width=88,2019,Unrated,89.0,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,7.2,Michael Apted,2 h 25 m,"['Documentary', 'Biography']"
Minding the Gap,https://www.metacritic.com/a/img/resize/47ab0da9ab09e9464715b931681b8d38865f9506/catalog/provider/2/2/2-153f426529ad8ba68ca340845548d0ac.jpg?auto=webp&fit=cover&height=132&width=88,2018,Rated,89.0,"Welcome to Rockford, Illinois, in the heart of Rust-Belt America, home to debut filmmaker Bing Liu. With over 12 years of footage, Bing discovers connections between two of his skateboarder friends' volatile upbringings and the complexities of modern-day masculinity. As the film unfolds, Bing captures 23-year-old Zack’s tumultuous relationship with his girlfriend deteriorate after the birth of their son and 17-year-old Keire struggling with his racial identity as he faces new responsibilities following the death of his father. While navigating a difficult relationship between his camera and his friends, Bing weaves a story of generational forgiveness while exploring the precarious gap between childhood and adulthood.",8.2,Bing Liu,1 h 33 m,"['Documentary', 'Sport']"
Treasure Island,https://www.metacritic.com/a/img/resize/b8124cc753d44bdb7aebbadfaf4814a68bc931a7/catalog/provider/2/2/2-0b982302ab038a322321683ffd810a14.jpg?auto=webp&fit=cover&height=132&width=88,1950,G,89.0,"Ahoy, mateys! Walt Disney's first live action feature vividly brings to life Robert Louis Stevenson's timeless tale of buccaneers and buried gold. Authentic locales, rich color photography, and musket-roaring action set the stage for the stouthearted heroics of young Jim Hawkins and the skullduggery of the wily, one-legged pirate Long John Silver. [Disney]",7.0,Byron Haskin,1 h 36 m,"['Adventure', 'Family']"
Searching for Bobby Fischer,https://www.metacritic.com/a/img/resize/55b9698f3876166a0d2caaa72dbb5cb9ca4c4727/catalog/provider/2/2/2-8646e78462361978f7a9b53e5865383d.jpg?auto=webp&fit=cover&height=132&width=88,1993,PG,89.0,"(Also known as ""Innocent Moves"") A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.",7.2,Steven Zaillian,1 h 49 m,"['Biography', 'Drama', 'Sport']"
Whiplash,https://www.metacritic.com/a/img/resize/a66bc3f2109d63e8d24d6c2e6a18260f6ad3f207/catalog/provider/5/2/5-tt2582802.jpg?auto=webp&fit=cover&height=132&width=88,2014,R,89.0,"Andrew Neyman (Miles Teller), a young jazz drummer who attends one of the best music schools in the country under the tutelage of the school’s fearsome maestro of jazz named Terence Fletcher (J.K. Simmons), struggles to make it as a top jazz drummer.",8.8,Damien Chazelle,1 h 46 m,"['Drama', 'Music']"
Killers of the Flower Moon,https://www.metacritic.com/a/img/resize/d285708406376a4bbad6f105851fe3a6462d5477/catalog/provider/5/2/5-tt5537002.jpg?auto=webp&fit=cover&height=132&width=88,2023,R,89.0,"At the turn of the 20th century, oil brought a fortune to the Osage Nation, who became some of the richest people in the world overnight. The wealth of these Native Americans immediately attracted white interlopers, who manipulated, extorted and stole as much Osage money as they could before resorting to murder. Based on a true story and told through the improbable romance of Ernest Burkhart (Leonardo DiCaprio) and Mollie Kyle (Lily Gladstone), Killers of the Flower Moon is an epic western crime saga, where real love crosses paths with unspeakable betrayal.",7.7,Martin Scorsese,3 h 26 m,"['Crime', 'Drama', 'History', 'Mystery', 'Romance', 'Western']"
National Gallery,https://www.metacritic.com/a/img/resize/99686cc3cbc1d17d75d9c547dba1a6dd2d7636e7/catalog/provider/2/2/2-82aed88588b6859c6eafb35a2afea414.jpg?auto=webp&fit=cover&height=132&width=88,2014,Rated,89.0,"The National Gallery in London is one of the great museums of the world with 2400 paintings from the 13th to the end of the 19th century. Almost every human experience is represented in one or the other of the paintings. The sequences of the film show the public in various galleries; the education programs, and the scholars, scientists and curators, studying, restoring and planning the exhibitions. The relation between painting and storytelling is explored.",8.3,Frederick Wiseman,3 h,['Documentary']
Assault on Precinct 13,https://www.metacritic.com/a/img/resize/74880fadf2d95fbb514200ea6fa0dd956bf1ea04/catalog/provider/2/2/2-1524a804bdc1474a55543b8355d90b94.jpg?auto=webp&fit=cover&height=132&width=88,1976,R,89.0,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,8.0,Jean-François Richet,1 h 49 m,"['Action', 'Crime', 'Drama', 'Thriller']"
Man on Wire,https://www.metacritic.com/a/img/resize/77c99dd651c4878aab87a40ce16235ac47edab4d/catalog/provider/2/2/2-b5aa08a4d39117f96f702134b0312a1e.jpg?auto=webp&fit=cover&height=132&width=88,2008,PG-13,89.0,"On August 7th 1974, a young Frenchman named Philippe Petit stepped out on a wire illegally rigged between New York's twin towers, then the world’s tallest buildings. After nearly an hour dancing on the wire, he was arrested, taken for psychological evaluation, and brought to jail before he was finally released. Following six and a half years of dreaming of the towers, Petit spent eight months in New York City planning the execution of the coup. Aided by a team of friends and accomplices, Petit was faced with numerous extraordinary challenges: he had to find a way to bypass the WTC’s security; smuggle the heavy steel cable and rigging equipment into the towers; pass the wire between the two rooftops; anchor the wire and tension it to withstand the winds and the swaying of the buildings. The rigging was done by night in complete secrecy. At 7:15 AM, Philippe took his first step on the high wire 1,350 feet above the sidewalks of Manhattan. [Magnolia Pictures]",8.2,James Marsh,1 h 34 m,"['Documentary', 'Biography', 'Crime', 'History', 'Sport', 'Thriller']"
For Sama,https://www.metacritic.com/a/img/resize/24bbea9f32dc46cbd8bdcd7850742359138cc7cd/catalog/provider/2/2/2-01f4c3a89c3f81c16c4449f3832dda64.jpg?auto=webp&fit=cover&height=132&width=88,2019,TV-PG,89.0,"For Sama  is both an intimate and epic journey into the female experience of war. A love letter from a young mother to her daughter, the film tells the story of Waad al-Kateab’s life through five years of the uprising in Aleppo, Syria as she falls in love, gets married and gives birth to Sama, all while cataclysmic conflict rises around her. Her camera captures incredible stories of loss, laughter and survival as Waad wrestles with an impossible choice– whether or not to flee the city to protect her daughter’s life, when leaving means abandoning the struggle for freedom for which she has already sacrificed so much.",7.7,"Waad Al-Kateab,

      Edward Watts",1 h 40 m,"['Documentary', 'Biography', 'War']"
Force of Evil,https://www.metacritic.com/a/img/resize/50bcb96ed767b491a6050488d1204c75d04671b9/catalog/provider/2/2/2-28395a661797c07a314f05891c1abec5.jpg?auto=webp&fit=cover&height=132&width=88,1949,Approved,89.0,"An unethical lawyer, with an older brother he wants to help, becomes a partner with a client in the numbers racket.",8.4,Abraham Polonsky,1 h 19 m,"['Crime', 'Drama', 'Film-Noir']"
White Heat,https://www.metacritic.com/a/img/resize/b64f267b9892f5c732907f3ef5194c7a0705be10/catalog/provider/2/2/2-ab39c8206c548f67115f68c8bb879ad8.jpg?auto=webp&fit=cover&height=132&width=88,1949,Approved,89.0,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,8.5,Raoul Walsh,1 h 54 m,"['Action', 'Crime', 'Drama', 'Film-Noir']"
The Hidden Fortress,https://www.metacritic.com/a/img/resize/43d3b5cc08b4bb4632a4bb0f578659c6b4feb46f/catalog/provider/2/2/2-a430876d8d299e2dd50bff0c285dce24.jpg?auto=webp&fit=cover&height=132&width=88,1960,Rated,89.0,"Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.",8.3,Akira Kurosawa,2 h 19 m,"['Action', 'Adventure', 'Drama']"
Elle,https://www.metacritic.com/a/img/resize/19a79d85513a9f441d254aca7aa96cd4f4e69424/catalog/provider/2/2/2-11cd50767df17c38073e42a084399918.jpg?auto=webp&fit=cover&height=132&width=88,2016,R,89.0,"Michèle seems indestructible. Head of a successful video game company, she brings the same ruthless attitude to her love life as to business. Being attacked in her home by an unknown assailant changes Michèle's life forever. When she resolutely tracks the man down, they are both drawn into a curious and thrilling game-a game that may, at any moment, spiral out of control.",7.2,Paul Verhoeven,2 h 10 m,"['Crime', 'Drama', 'Thriller']"
Still Walking,https://www.metacritic.com/a/img/resize/f3fca107a96abf3e51c0a52dc4f57b8ed7a7d2a7/catalog/provider/2/2/2-7d3ebba92bdfe3156c1f30487cdbf09e.jpg?auto=webp&fit=cover&height=132&width=88,2009,Rated,89.0,"Fifteen years ago, Junpei, the youngest son of the Yokoyama family died while rescuing a boy from drowning. On the anniversary of his death, the remaining siblings visit the quaint home of their parents with their families in tow. Over the course of a beautiful day, new relatives become acquainted telling stories and squabbling over sizzling tempura and an elegant graveside ritual is performed for Junpei. (IFC Films)",8.4,Hirokazu Koreeda,1 h 55 m,['Drama']
Gangs of Wasseypur,https://www.metacritic.com/a/img/resize/56e1a98b6d545b29f7d45ac717e295bc42b97c03/catalog/provider/2/2/2-78a6afa46842f16f989bb1afb2372606.jpg?auto=webp&fit=cover&height=132&width=88,2015,Rated,89.0,"Gangs of Wasseypur charts seventy years in the lives – and spectacular deaths – of two mafia-like families fighting for control of the coal-mining town of Wasseypur, India. Inspired by the real-life exploits of local gangs and beginning with the bandit-like career of Shahid Khan (Jaideep Ahlawat) in the 1940s, the film follows the ruthless rise of his son Sardar (Manoj Bajpayee) and his offspring Faizal (Nawazuddin Siddiqui), Danish, Perpendicular and Definitive and their their longtime nemesis, the wily and seemingly unstoppable Ramadhir Singh (Tigmanshu Dhulia). [Cinelicious Pics]",8.5,Anurag Kashyap,5 h 21 m,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
When the Levees Broke: A Requiem in Four Acts,https://www.metacritic.com/a/img/resize/7640ff6af5a8f6941f6cfcc113fd54efcb9abb4e/catalog/provider/2/2/2-70e5b01d5c5ea0cdb82234f938f358a8.jpg?auto=webp&fit=cover&height=132&width=88,2006,TV-MA,89.0,An examination of the U.S. government's response to Hurricane Katrina.,5.5,Spike Lee,4 h 15 m,['Documentary']
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://www.metacritic.com/a/img/resize/681163f11e494214fb48245558e10659d9573728/catalog/provider/2/2/2-3da6b1e26e872a14e2df532748a76066.jpg?auto=webp&fit=cover&height=132&width=88,2006,R,89.0,The movie film is a government assigned project to   broaden and enlight people and glory of nation. Cultural   learning is emportant to follow on global basis. We make our nation a better and more convenient place for house and living.  Kazakhs are progressive and asstonishing people that with conclusion of project will have new optimistic approach in daily life in world of same people. Our film will bring the US & A closer to us.   We help with needs of kazakh  knowledge and  Us&a culture is positive step for future  of our  glorious nation.  (20th Century Fox),7.9,Larry Charles,1 h 24 m,['Comedy']
Minari,https://www.metacritic.com/a/img/resize/82a2101bf2fc2dbcb1f1466fa61e21f7f33bf845/catalog/provider/2/2/2-412384a5128839648dd04316b414d2bc.jpg?auto=webp&fit=cover&height=132&width=88,2020,PG-13,89.0,"A tender and sweeping story about what roots us, Minari follows a Korean-American family that moves to a tiny Arkansas farm in search of their own American Dream. The family home changes completely with the arrival of their sly, foul-mouthed, but incredibly loving grandmother. Amidst the instability and challenges of this new life in the rugged Ozarks, Minari shows the undeniable resilience of family and what really makes a home. [A24]",8.0,Lee Isaac Chung,1 h 55 m,['Drama']
Barry Lyndon,https://www.metacritic.com/a/img/resize/648354c64be5ff0c9e25a9145c11f178dbade0cb/catalog/provider/2/2/2-0edd5378eec65cf23287616cfa56887a.jpg?auto=webp&fit=cover&height=132&width=88,1975,PG,89.0,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,8.5,Stanley Kubrick,3 h 5 m,"['Adventure', 'Drama', 'War']"
Funny Girl,https://www.metacritic.com/a/img/resize/451aee98398290b2c5be9ccd4dc55910be780985/catalog/provider/2/2/2-e20037bebf50c1af1b65af44021c97ac.jpg?auto=webp&fit=cover&height=132&width=88,1968,G,89.0,A re-release of Barbra Streisand's 1968 film debut in the reprisal of her Broadway role as Ziegfeld star Fanny Brice.,7.4,William Wyler,2 h 31 m,"['Biography', 'Comedy', 'Drama', 'Musical', 'Romance']"
The Farewell,https://www.metacritic.com/a/img/resize/dacab88eb9b5b9ffa34372a70dcb848c6f374d70/catalog/provider/2/2/2-c8539de4eba80ed9e6f97a94dfebf88d.jpg?auto=webp&fit=cover&height=132&width=88,2019,PG,89.0,"Chinese-born, U.S.-raised Billi (Awkwafina) reluctantly returns to Changchun to find that, although the whole family knows their beloved matriarch, Nai-Nai, has been given mere weeks to live, everyone has decided not to tell Nai Nai herself. To assure her happiness, they gather under the joyful guise of an expedited wedding, uniting family members scattered among new homes abroad. As Billi navigates a minefield of family expectations and proprieties, she finds there’s a lot to celebrate: a chance to rediscover the country she left as a child, her grandmother’s wondrous spirit, and the ties that keep on binding even when so much goes unspoken. [A24]",8.2,Lulu Wang,1 h 40 m,"['Comedy', 'Drama']"
The Tale of The Princess Kaguya,https://www.metacritic.com/a/img/resize/62622acb8a75d7de0509204d80513fd2179f60c8/catalog/provider/2/2/2-b62140950826293a97517da6e04c9c97.jpg?auto=webp&fit=cover&height=132&width=88,2014,PG,89.0,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her – but ultimately she must confront her fate, the punishment for her crime. [Gkids]",8.5,Isao Takahata,2 h 17 m,"['Animation', 'Drama', 'Family', 'Fantasy', 'Romance']"
Captain Blood,https://www.metacritic.com/a/img/resize/91bba37625fe4b825b7360d7b61f80db93160044/catalog/provider/2/2/2-265c9e1e1422524eaae91aa857ed2538.jpg?auto=webp&fit=cover&height=132&width=88,1935,Approved,89.0,"After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.",7.5,Michael Curtiz,1 h 59 m,"['Action', 'Adventure', 'History', 'Romance']"
Uncertain,https://www.metacritic.com/a/img/resize/3f1c461ebed57e45e64721b559962c2242afee82/catalog/provider/2/2/2-c3f1031e2fcb0f91e85b4e211c4ada39.jpg?auto=webp&fit=cover&height=132&width=88,2017,Unrated,89.0,"Uncertain is a visually stunning and disarmingly funny portrait of the literal and figurative troubled waters of Uncertain, Texas. In a 94-resident town so tucked away “you’ve got to be lost to find it"", three Uncertain men make their own bids for survival looking to find a more certain future. An ex-convict obsessed with Mr. Ed, a gigantic boar he hunts in order to stay on the straight and narrow. A young idealist with big plans but few prospects is looking for a bigger life. An aging fisherman learning to let go of his youthful ways, and making peace with a fateful moment thirty years ago. All the while Uncertain’s vast, swampy lake is being choked by an aquatic weed, upsetting the natural balance and the town’s only source of livelihood.",7.2,"Ewan McNicol,

      Anna Sandilands",1 h 22 m,"['Documentary', 'Comedy', 'Drama']"
"Two Days, One Night",https://www.metacritic.com/a/img/resize/8df86d786439700461e3c0532004bb1956f92438/catalog/provider/2/2/2-bee59c823ad3af71a644ba8938fe90b9.jpg?auto=webp&fit=cover&height=132&width=88,2014,PG-13,89.0,"Sandra (Marion Cotillard) has just returned to work after recovering from a serious bout with depression. Realizing that the company can operate with one fewer employee, management tells Sandra she is to be let go. After learning that her co-workers will vote to decide her fate on Monday morning, Sandra races against time over the course of the weekend, often with the help of her husband, to convince each of her fellow employees to sacrifice their much-needed bonuses so she can keep her job. With each encounter, Sandra is brought into a different world with unexpected results. [IFC Films]",8.4,"Jean-Pierre Dardenne,

      Luc Dardenne",1 h 35 m,['Drama']
Great Freedom,https://www.metacritic.com/a/img/resize/64c68eee4b42a7215cdacd5e020a5a38964d6a8e/catalog/provider/2/2/2-a4a533965962011e4c0c02b4442db41d.jpg?auto=webp&fit=cover&height=132&width=88,2022,Unrated,89.0,"In post-war Germany, liberation by the Allies does not mean freedom for everyone. Hans is imprisoned again and again under Paragraph 175, a law criminalizing homosexuality. Over the course of decades, he develops an unlikely yet tender bond with his cellmate Viktor, a convicted murderer.",6.1,Sebastian Meise,1 h 56 m,['Drama']
A Star Is Born,https://www.metacritic.com/a/img/resize/a5b41f773d0ee6134989618de76be311989ce1d6/catalog/provider/2/2/2-6f31ab01eb8c99770f586a95f9b6936b.jpg?auto=webp&fit=cover&height=132&width=88,1954,Approved,89.0,"A film star helps a young singer and actress find fame, even as age and alcoholism send his own career on a downward spiral.",8.4,Bradley Cooper,2 h 16 m,"['Drama', 'Music', 'Romance']"
No End in Sight,https://www.metacritic.com/a/img/resize/4da0c47fdca1cc157d26e6b627b0ee19e572208e/catalog/provider/2/2/2-f061dd07b8b9cc816755111d926c3871.jpg?auto=webp&fit=cover&height=132&width=88,2007,Rated,89.0,"The first film of its kind to chronicle the reasons behind Iraq’s descent into guerrilla war, warlord rule, criminality and anarchy, No End in Sight is a jaw-dropping, insider’s tale of wholesale incompetence, recklessness and venality. Based on over 200 hours of footage, the film provides a candid retelling of the events following the fall of Baghdad in 2003 by high ranking officials such as former Deputy Secretary of State Richard Armitage, Ambassador Barbara Bodine (in charge of Baghdad during the Spring of 2003), Colonel Lawrence Wilkerson, former Chief of Staff to Colin Powell, and General Jay Garner (in charge of the occupation of Iraq through May 2003), as well as Iraqi civilians, American soldiers and prominent analysts. No End in Sight examines the manner in which the principal errors of U.S. policy – the use of insufficient troop levels, allowing the looting of Baghdad, the purging of professionals from the Iraqi government and the disbanding of the Iraqi military – largely created the insurgency and chaos that engulf Iraq today. (Magnolia Pictures)",8.5,Charles Ferguson,1 h 42 m,"['Documentary', 'War']"
It's a Wonderful Life,https://www.metacritic.com/a/img/resize/0d672862cfdbc0c47cd7c628055f955e5e0b5ab5/catalog/provider/2/2/2-c3a043cd1888db2146a6f33a3b60efd2.jpg?auto=webp&fit=cover&height=132&width=88,1947,PG,89.0,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,8.5,Frank Capra,2 h 10 m,"['Drama', 'Family', 'Fantasy', 'Romance']"
The Madness of King George,https://www.metacritic.com/a/img/resize/398ef82bbd82bf38f937d4417c7cef8af071108a/catalog/provider/2/2/2-617115ea464a1522dcb1ea40b4495ece.jpg?auto=webp&fit=cover&height=132&width=88,1994,PG-13,89.0,"When King George III goes mad, his lieutenants try to adjust the rules to run the country without his participation.",7.5,Nicholas Hytner,1 h 50 m,"['Biography', 'Comedy', 'Drama', 'History']"
